sentiment;TOKENS;SHAP;C-SHAP (P+C)
positive;longer;-0,000656778;-0,001651744
positive;term ;-0,001624791;-0,001651744
positive;interest ;-0,001624791;-0,000183654
positive;rates;-5,84643E-05;-0,000183654
positive;along ;0,013169809;0,013169809
positive;with ;0,013169809;0,013169809
positive;somewhat ;0,053983218;0,053983218
positive;higher ;0,053983218;0,053983218
positive;projected ;0,005227821;0,005227821
positive;paths ;0,005227821;0,005227821
positive;for ;0,008537657;0,008537657
positive;equity ;0,008537657;0,008537657
positive;prices ;0,008537657;0,008537657
positive;and ;0,004543626;0,004543626
positive;home ;-0,000246323;-0,000246323
positive;values;-0,000246323;-0,000246323
positive;on ;0,001174619;0,001174619
positive;net;-0,005416183;-0,005416183
positive;financial ;0,008023776;0,008023776
positive;conditions ;0,008023776;0,008023776
positive;in ;0,008023776;0,008023776
positive;the ;0,008023776;0,008023776
positive;united ;0,009985222;0,009985222
positive;states ;0,009985222;0,009985222
positive;remained ;0,065445689;0,065445689
positive;supportive ;0,088291366;0,088291366
positive;of ;0,024495297;0,024495297
positive;growth ;0,026390957;0,026390957
positive;in ;0,013260183;0,013260183
positive;economic ;0,013260183;0,013260183
positive;activity ;0,011722918;0,011722918
positive;and ;0,019156227;0,019606449
positive;employment;0,002575131;0,002462576
positive;equity ;0,002575131;0,002462576
positive;prices ;0,002575131;0,002462576
positive;increased ;0,118974611;0,118023864
positive;a ;0,07333005;0,074280796
positive;bit;0,061478726;0,061478726
positive;longer;0,02432999;0,022345146
positive;term ;0,001432062;-0,005590452
positive;interest ;0,001432062;-0,004487732
positive;rates ;-0,003952952;-0,004487732
positive;declined;-0,071112168;-0,058724455
positive;and ;0,001028423;0,001028423
positive;the ;0,026951751;0,026951751
positive;dollar ;0,026951751;0,026951751
positive;appreciated ;0,061401041;0,061401041
positive;against ;0,051096185;0,051096185
positive;most ;0,007539948;0,007539948
positive;other ;0,007539948;0,007539948
positive;currencies;0,034085159;0,034085159
positive;several ;-0,002543136;0,001623624
positive;participants ;0,011772595;0,006567227
positive;judged ;0,011772595;0,006567227
positive;that ;0,0239593;0,015330484
positive;the ;0,026575333;0,015330484
positive;decline ;-0,068670019;-0,029267444
positive;in ;0,010016626;-0,011672241
positive;the ;0,005420629;0,010650424
positive;prices ;0,004507989;0,010650424
positive;of ;7,58264E-05;0,00450535
positive;energy ;7,58264E-05;0,00450535
positive;and ;-0,008936507;0,004024216
positive;other ;0,008071494;0,010517299
positive;commodities ;0,008071494;0,010517299
positive;as ;0,008190697;0,013330641
positive;well ;0,008190697;0,013330641
positive;as ;0,009282688;0,008265675
positive;lower ;0,009282688;0,005780631
positive;long;0,008449445;0,002165773
positive;term ;0,001612369;0,002165773
positive;interest ;0,001612369;0,004997245
positive;rates ;0,001742134;0,004997245
positive;would ;0,001742134;-0,012723793
positive;likely ;0,034692317;-0,015189303
positive;provide ;0,034692317;0,076959903
positive;an ;0,081596251;0,052056172
positive;offset ;0,091995488;0,085910688
positive;to ;0,003551609;0,027108261
positive;the ;0,003551609;0,001877442
positive;higher ;0,004849225;0,001877442
positive;dollar ;0,004849225;0,002118995
positive;and ;0,003593749;0,005574632
positive;weaker ;-0,00210936;-0,002711921
positive;foreign ;-0,003236173;-0,003838734
positive;growth;-0,001366598;-0,001450174
positive;or ;-0,041005772;-0,041005772
positive;that ;-0,000747217;-0,000747217
positive;the ;0,003078209;0,003078209
positive;domestic ;0,019492618;0,019492618
positive;recovery ;0,024848559;0,024848559
positive;remained ;-0,008513855;-0,008513855
positive;on ;0,007331516;0,007331516
positive;a ;0,064141191;0,064141191
positive;firm ;0,064141191;0,064141191
positive;footing;0,066052151;0,066052151
positive;it ;-0,006477183;-0,006477183
positive;was ;-0,00141749;-0,001156383
positive;suggested ;-0,004539593;-0,0048007
positive;that ;-6,0647E-05;0,00173349
positive;one ;-0,00077493;0,00173349
positive;element ;0,01254574;0,008243184
positive;underpinning ;0,08765522;0,08765522
positive;the ;0,022836237;0,026887524
positive;strength ;0,067243327;0,06319204
positive;of ;0,011602318;0,010462567
positive;the ;0,011602318;0,010462567
positive;u;0,029283883;0,028051836
positive;s;0,057417372;0,057417372
positive;dollar ;0,020372573;0,01779784
positive;was ;0,014399577;0,017550745
positive;the ;0,030758052;0,031188706
positive;increasing ;0,049081714;0,03372973
positive;prevalence ;-0,011785897;-0,005027114
positive;of ;-0,016585058;-0,009964645
positive;negative ;-0,035089524;-0,087401739
positive;interest ;0,001603493;0,023292317
positive;rates ;0,003767333;0,023292317
positive;on ;-0,003898883;-0,020155235
positive;sovereign ;0,005891013;-0,016986339
positive;debt ;0,005737673;0,017118564
positive;in ;0,008397553;0,014366562
positive;some ;0,008397553;0,02217081
positive;key ;0,007576875;0,023333306
positive;european ;0,007576875;0,00132107
positive;economies;0,007576875;0,00972117
negative;some ;0,008856171;0,007262403
negative;participants ;0,006984656;0,005421072
negative;also ;0,00816451;0,005698855
negative;discussed ;0,001771213;0,001294876
negative;the ;0,001771213;0,001294876
negative;risk ;0,019553869;0,016701244
negative;that ;0,016696715;0,014955535
negative;a ;0,002754682;0,002684951
negative;possible ;0,002754682;0,002684951
negative;divergence ;0,001955007;0,003927018
negative;in ;0,010252462;0,001963509
negative;interest ;0,010252462;0,013330994
negative;rates ;0,022806916;0,013330994
negative;in ;0,016341636;0,013170601
negative;the ;0,004390396;0,013170601
negative;united ;0,004390396;0,011400754
negative;states ;0,004390396;0,011400754
negative;and ;0,004390396;0,011789523
negative;abroad ;0,018127375;0,020048792
negative;might ;0,027850785;0,034801261
negative;lead ;0,023585949;0,026951663
negative;to ;0,020959105;0,012296336
negative;further ;-0,012244448;-0,013424345
negative;appreciation ;-0,082397607;-0,093119455
negative;of ;0,011680033;0,012793729
negative;the ;0,011680033;0,012793729
negative;dollar;0,018292501;0,020005913
negative;extending ;0,037610496;0,037610496
negative;the ;0,003846724;0,003846724
negative;downward ;0,154478695;0,154478695
negative;pressure ;0,086657314;0,086657314
negative;on ;0,019143423;0,019143423
negative;commodity ;0,019143423;0,019143423
negative;prices ;0,01139391;0,01139391
negative;and ;0,032623189;0,032623189
negative;the ;0,000446989;0,000446989
negative;weakness ;0,110799249;0,110799249
negative;in ;0,031519458;0,032310183
negative;net ;0,031519458;0,030728733
negative;exports;0,07218081;0,07218081
positive;beyond ;0,004911765;0,004911765
positive;the ;0,007772207;0,007772207
positive;near ;0,007772207;0,007772207
positive;term;0,010367423;0,010367423
positive;real ;0,006595023;0,006595023
positive;gdp ;0,004738226;0,004738226
positive;was ;0,003442856;0,003442856
positive;expected ;0,041077394;0,041077394
positive;to ;0,032503562;0,032503562
positive;increase ;0,097515478;0,097515478
positive;slightly ;0,008944604;0,008944604
positive;faster ;0,021834009;0,021834009
positive;than ;0,001356098;0,001356098
positive;in ;-0,000135077;-0,000135077
positive;the ;0,01329741;0,01329741
positive;previous ;0,01329741;0,01329741
positive;forecast;0,020363999;0,020363999
positive;largely ;0,021506806;0,021506806
positive;reflecting ;0,029312338;0,029312338
positive;a ;0,028386891;0,028386891
positive;somewhat ;0,017589018;0,017589018
positive;higher ;0,031483733;0,031483733
positive;projected ;0,027781129;0,027781129
positive;trajectory ;0,014295571;0,014295571
positive;for ;0,014295571;0,014295571
positive;equity ;0,013639907;0,013639907
positive;prices ;0,013164867;0,013164867
positive;and ;0,019272854;0,019272854
positive;lower ;0,016981898;0,016981898
positive;assumed ;0,016981898;0,016981898
positive;paths ;0,012586905;0,012586905
positive;for ;0,012586905;0,012586905
positive;both ;0,01034009;0,01034009
positive;longer;0,01034009;0,01034009
positive;term ;0,01034009;0,01034009
positive;interest ;0,014478606;0,014478606
positive;rates ;0,014478606;0,014478606
positive;and ;0,012982404;0,012982404
positive;the ;0,007084246;0,007084246
positive;foreign ;0,007084246;0,007084246
positive;exchange ;0,01387425;0,01387425
positive;value ;0,01387425;0,01387425
positive;of ;0,010291325;0,010291325
positive;the ;0,010291325;0,010291325
positive;dollar;0,010291325;0,010291325
positive;the ;-0,002245699;-0,000163643
positive;small ;-0,009512726;-0,000163643
positive;boosts ;0,112748012;0,076478535
positive;to ;0,007360357;0,014228774
positive;real ;0,007360357;0,014228774
positive;gdp ;0,009558227;0,008734117
positive;growth ;0,009558227;0,008734117
positive;implied ;0,006988882;0,005305681
positive;by ;0,006988882;0,005305681
positive;a ;0,007662844;0,011550056
positive;lower ;0,007662844;0,012175308
positive;assumed ;0,007662844;0,008191122
positive;path ;0,007662844;0,008191122
positive;for ;0,00544355;0,008191122
positive;interest ;0,00544355;0,007256312
positive;rates ;0,00544355;0,007256312
positive;and ;0,007158023;0,005362761
positive;by ;0,025878849;0,025878849
positive;a ;0,025878849;0,025878849
positive;slightly ;0,04275923;0,04275923
positive;stronger ;0,047387557;0,047387557
positive;trajectory ;0,0133666;0,0133666
positive;for ;0,011668346;0,011668346
positive;home ;0,008851919;0,008851919
positive;values ;0,008851919;0,008851919
positive;were ;-0,003248586;-0,003248586
positive;essentially ;-0,003248586;-0,003248586
positive;offset ;0,060355882;0,060355882
positive;by ;0,028432839;0,028432839
positive;restraint ;0,007234741;0,007234741
positive;from ;0,007234741;0,007234741
positive;higher ;0,050971076;0,050971076
positive;projected ;0,043721707;0,043721707
positive;paths ;0,005432175;0,005432175
positive;for ;0,005432175;0,005432175
positive;the ;0,009050585;0,009050585
positive;foreign ;0,009050585;0,009050585
positive;exchange ;0,007883377;0,007883377
positive;value ;0,007883377;0,007883377
positive;of ;0,006535272;0,006535272
positive;the ;0,006535272;0,006535272
positive;dollar ;0,0064974;0,0064974
positive;and ;0,018143812;0,018143812
positive;for ;0,018414044;0,018414044
positive;oil ;0,018414044;0,018414044
positive;prices;0,018414044;0,018414044
negative;the ;0,002298186;0,002298186
negative;forecast ;0,010746251;0,010746251
negative;for ;0,007646667;0,007646667
negative;real ;0,005225158;0,005225158
negative;gdp ;0,005225158;0,005225158
negative;growth ;0,002373938;0,002373938
negative;in ;0,002373938;0,002373938
negative;2017;0,002373938;0,002373938
negative;and ;-0,002247203;-0,002247203
negative;2018;0,006236644;0,006236644
negative;was ;0,02015037;0,02015037
negative;little ;0,020779908;0,020779908
negative;revised;0,018985053;0,018985053
negative;as ;0,007295179;0,007295179
negative;the ;0,007295179;0,007295179
negative;positive ;-0,016319096;-0,016319096
negative;effects ;-0,006060501;-0,006060501
negative;of ;0,009149267;0,009149267
negative;a ;0,009149267;0,009149267
negative;slightly ;0,039673019;0,039673019
negative;lower ;0,038154096;0,038154096
negative;assumed ;0,00349662;0,006579358
negative;path ;0,009432784;0,006579358
negative;for ;0,004716566;0,006098883
negative;interest ;0,004716566;0,003910751
negative;rates ;0,004716566;0,003910751
negative;and ;0,002035089;0,002035089
negative;a ;-0,005996063;-0,005996063
negative;stronger ;-0,005996063;-0,005996063
negative;trajectory ;-0,006056807;-0,006056807
negative;for ;-0,006056807;-0,006056807
negative;household ;0,013979392;0,013979392
negative;wealth ;0,013979392;0,013979392
negative;were ;0,018370711;0,018370711
negative;mostly ;0,018370711;0,018370711
negative;offset ;-0,015623723;-0,015623723
negative;by ;-0,015623723;-0,015623723
negative;the ;-0,037656807;-0,037656807
negative;restraint ;-0,037656807;-0,037656807
negative;from ;0,004963117;0,004963117
negative;a ;0,004963117;0,004963117
negative;weaker ;0,081084905;0,081084905
negative;outlook ;0,051262263;0,051262263
negative;for ;0,012109307;0,012109307
negative;foreign ;0,012109307;0,012109307
negative;gdp ;0,012109307;0,012109307
negative;growth ;0,012109307;0,012109307
negative;and ;0,037270997;0,037270997
negative;a ;0,003103719;0,003103719
negative;slightly ;0,003103719;0,003103719
negative;stronger ;-0,033348446;-0,033348446
negative;path ;-0,033348446;-0,033348446
negative;for ;-0,005794972;-0,005794972
negative;the ;-0,005794972;-0,005794972
negative;foreign ;-0,005794972;-0,005794972
negative;exchange ;-0,005794972;-0,005794972
negative;value ;0,007231869;0,007231869
negative;of ;0,007231869;0,007231869
negative;the ;0,008401977;0,008401977
negative;dollar;0,008401977;0,008401977
positive;overall;0,007338936;0,007338936
positive;u;-0,008908546;-0,008908546
positive;s;-0,006670606;-0,006670606
positive;financial ;0,015081478;0,015081478
positive;conditions ;0,038381209;0,038381209
positive;eased ;0,083558547;0,0810319
positive;during ;0,054639919;0,057166566
positive;the ;0,019721572;0,019721572
positive;intermeeting ;0,03708364;0,03708364
positive;period;0,022375909;0,022375909
positive;major ;0,018946335;0,018946335
positive;equity ;0,018946335;0,018946335
positive;indexes ;0,092968105;0,092968105
positive;rose;0,146814187;0,146814187
positive;longer;0,002307442;0,001129242
positive;term ;-0,002042223;0,001129242
positive;interest ;-0,002042223;-0,001961182
positive;rates ;-0,00120084;-0,001961182
positive;fell;-0,015569648;-0,014585934
positive;credit ;0,000155112;0,000155112
positive;spreads ;0,000155112;0,000155112
positive;narrowed;0,017255149;0,017255149
positive;and ;-0,003851509;-0,003851509
positive;the ;-0,001980934;-0,001980934
positive;broad ;-0,001980934;-0,001980934
positive;index ;-0,005809278;-0,005809278
positive;of ;-0,005809278;-0,005809278
positive;the ;0,007952088;0,007952088
positive;foreign ;0,007952088;0,007952088
positive;exchange ;-0,003187172;-0,003187172
positive;value ;0,005080088;0,005080088
positive;of ;-0,000641543;-0,000641543
positive;the ;-0,000641543;-0,000641543
positive;dollar ;0,030370565;0,030370565
positive;was ;0,029690859;0,029690859
positive;little ;0,040686002;0,040686002
positive;changed;0,038006094;0,038006094
negative;participants ;-0,001531032;-0,001531032
negative;discussed ;-0,004279685;-0,004279685
negative;possible ;-0,004279685;-0,004279685
negative;policy ;0,007267313;0,007267313
negative;implications ;0,012417622;0,012417622
negative;of ;0,005372195;0,005372195
negative;the ;0,006013558;0,006013558
negative;risks ;0,025868802;0,025868802
negative;surrounding ;0,017044923;0,017044923
negative;the ;0,010546497;0,010546497
negative;outlook ;0,010810451;0,010810451
negative;for ;0,005596964;0,005596964
negative;inflation;0,005596964;0,005596964
negative;including ;-0,006208126;-0,006208126
negative;the ;-0,006208126;-0,006208126
negative;possibility ;-0,01350677;-0,01350677
negative;that ;-0,013266092;-0,013266092
negative;achieving ;-0,004243482;-0,004243482
negative;the ;-0,004243482;-0,004243482
negative;committee;-0,002390149;-0,002390149
negative;s ;-0,002390149;-0,002390149
negative;inflation ;0,006373575;0,006373575
negative;objective ;0,006373575;0,006373575
negative;sooner ;0,006373575;0,006373575
negative;than ;0,006373575;0,006373575
negative;previously ;0,033201495;0,033201495
negative;anticipated ;0,033201495;0,033201495
negative;could ;0,057218732;0,057218732
negative;cause ;0,057218732;0,057218732
negative;a ;0,001735802;0,001735802
negative;revision ;0,001735802;0,001735802
negative;in ;0,001735802;0,001735802
negative;market ;0,001735802;0,001735802
negative;expectations ;0,000115656;0,000115656
negative;of ;0,000115656;0,000115656
negative;the ;0,000115656;0,000115656
negative;path ;0,000115656;0,000115656
negative;for ;0,002681535;0,002681535
negative;policy ;0,002681535;0,002681535
negative;rates ;0,002681535;0,002681535
negative;and ;0,003221303;0,003221303
negative;a ;0,021882934;0,021882934
negative;sharp ;0,024468254;0,024468254
negative;rise ;0,010318351;0,010318351
negative;in ;0,010318351;0,010318351
negative;longer;0,002728922;0,001414692
negative;term ;0,002728922;0,001414692
negative;interest ;0,002728922;0,00376943
negative;rates;0,002728922;0,00376943
negative;or ;0,030169519;0,030169519
negative;the ;0,006004079;0,006004079
negative;possibility ;0,006004079;0,006004079
negative;that ;0,0051942;0,0051942
negative;a ;0,0051942;0,0051942
negative;further ;-0,015177004;-0,015177004
negative;appreciation ;-0,015177004;-0,015177004
negative;of ;-0,003294782;-0,003294782
negative;the ;-0,003294782;-0,003294782
negative;dollar ;0,026649418;0,026649418
negative;stemming ;0,026649418;0,026649418
negative;from ;0,018366893;0,018366893
negative;developments ;0,018366893;0,018366893
negative;abroad ;0,023644801;0,023644801
negative;could ;0,02644152;0,02644152
negative;renew ;0,018009618;0,018009618
negative;disinflationary ;0,067141053;0,067141053
negative;pressures ;0,021837517;0,021837517
negative;and ;0,019198549;0,019198549
negative;postpone ;0,041881609;0,041881609
negative;the ;0,003250614;0,003250614
negative;need ;0,003250614;0,003250614
negative;for ;0,004143623;0,004143623
negative;policy ;0,004143623;0,004143623
negative;firming;0,014789144;0,014789144
negative;these ;0,0282691;0,0282691
negative;effects ;0,052382914;0,052382914
negative;were ;0,070163287;0,070163287
negative;substantially ;0,032498625;0,032498625
negative;counterbalanced ;0,110872743;0,110872743
negative;by ;0,024598777;0,024598777
negative;the ;0,024598777;0,024598777
negative;restraint ;0,024475404;0,024475404
negative;from ;0,024475404;0,024475404
negative;the ;0,006792012;0,006792012
negative;higher ;0,013184072;0,013184072
negative;assumed ;-0,016754963;-0,016754963
negative;paths ;-0,014413384;-0,014413384
negative;for ;0,020149549;0,020149549
negative;longer;0,023811247;0,023811247
negative;term ;0,012330374;0,012330374
negative;interest ;0,02595561;0,030792481
negative;rates ;0,035629352;0,030792481
negative;and ;0,025398754;0,025398754
negative;the ;0,023871747;0,023871747
negative;foreign ;0,011122466;0,011122466
negative;exchange ;-0,005704517;-0,005704517
negative;value ;-8,39247E-05;-8,39247E-05
negative;of ;0,022004069;0,022004069
negative;the ;0,022004069;0,022004069
negative;dollar;0,03661467;0,03661467
positive;most ;0,010410615;0,010410615
positive;participants ;0,019026882;0,019026882
positive;attributed ;0,019026882;0,019026882
positive;the ;0,033342964;0,033342964
positive;substantial ;0,039933373;0,039933373
positive;changes ;0,018989242;0,018989242
positive;in ;0,018989242;0,018989242
positive;financial ;-0,006471233;-0,006471233
positive;market ;-0,006471233;-0,006471233
positive;conditions ;-0,002238458;-0,002238458
positive;over ;-0,002238458;-0,002238458
positive;the ;-0,001917072;-0,001917072
positive;intermeeting ;0,038417017;0,038417017
positive;period;0,011473317;0,011473317
positive;including ;0,01218671;0,01218671
positive;the ;0,015853847;0,015853847
positive;increase ;0,015853847;0,015853847
positive;in ;0,008335804;0,008335804
positive;longer;0,008335804;0,008335804
positive;term ;0,00472312;0,00472312
positive;interest ;0,00472312;0,00472312
positive;rates;0,00472312;0,00472312
positive;the ;0,020753986;0,020753986
positive;strengthening ;0,031547143;0,031547143
positive;of ;0,00555072;0,00555072
positive;the ;0,00555072;0,00555072
positive;dollar;0,00555072;0,00555072
positive;the ;0,004497159;0,004497159
positive;rise ;0,008035533;0,008035533
positive;in ;0,003269401;0,003269401
positive;equity ;0,003269401;0,003269401
positive;prices;0,005058543;0,005058543
positive;and ;0,005214985;0,005214985
positive;the ;0,014671263;0,014671263
positive;narrowing ;0,014671263;0,014671263
positive;of ;0,007480205;0,007480205
positive;credit ;0,007480205;0,007480205
positive;spreads;0,000981273;0,000981273
positive;to ;0,000981273;0,000981273
positive;expectations ;0,031607086;0,031607086
positive;for ;0,031607086;0,031607086
positive;more ;0,028628776;0,028628776
positive;expansionary ;0,012061134;0,012061134
positive;fiscal ;0,003378934;0,003378934
positive;policies ;0,003378934;0,003378934
positive;in ;-0,000662515;-0,000662515
positive;coming ;-0,000662515;-0,000662515
positive;years ;-0,000662515;-0,000662515
positive;or ;-0,000159424;-0,000159424
positive;to ;0,005475206;0,005475206
positive;possible ;0,005475206;0,005475206
positive;reductions ;0,0278013;0,0278013
positive;in ;0,0278013;0,0278013
positive;corporate ;0,007422545;0,007422545
positive;tax ;0,007422545;0,007422545
positive;rates;0,007422545;0,007422545
positive;financial ;0,000226593;0,000927681
positive;conditions ;0,013076725;0,012643363
positive;appeared ;0,013612722;0,01317936
positive;to ;0,006563139;0,006222175
positive;have ;0,006563139;0,006222175
positive;changed ;0,006544594;0,00620363
positive;little;0,006544594;0,00620363
positive;on ;-0,003959483;-0,003959483
positive;net;-0,005167153;-0,005167153
positive;in ;-0,011269371;-0,011202761
positive;recent ;-0,009406523;-0,010465065
positive;months;-0,000106109;0,000389857
positive;equity ;0,01792834;0,01832316
positive;prices ;0,01792834;0,01832316
positive;had ;0,034797305;0,034402486
positive;risen ;0,036484097;0,036089278
positive;and ;-0,007534518;-0,007534518
positive;credit ;0,007143002;0,007143002
positive;spreads ;-0,00591211;-0,00591211
positive;had ;0,020795003;0,020795003
positive;narrowed;0,017590505;0,017590505
positive;but ;0,018882094;0,019967224
positive;longer;0,00639787;0,007681583
positive;term ;0,00639787;0,007681583
positive;interest ;0,00639787;0,007266979
positive;rates ;0,01104597;0,007266979
positive;had ;0,018794479;0,03398287
positive;increased ;0,083373688;0,066158912
positive;and ;0,000870394;0,000870394
positive;the ;0,013443902;0,013443902
positive;dollar ;0,035009828;0,035009828
positive;had ;0,089042612;0,090058652
positive;appreciated ;0,204045557;0,203029517
positive;further;0,05642419;0,05642419
negative;they ;0,015921198;0,015921198
negative;noted ;0,029472403;0,029472403
negative;variously ;0,033459041;0,033459041
negative;that ;0,014425745;0,014425745
negative;the ;0,014425745;0,014425745
negative;decline ;0,017853921;0,017853921
negative;in ;0,017853921;0,017853921
negative;longer;-0,002747756;-0,002469498
negative;term ;-0,00398977;-0,002469498
negative;interest ;-0,00398977;-0,006275796
negative;rates ;-0,006485035;-0,006275796
negative;and ;-0,001117507;-0,001117507
negative;the ;-0,001117507;-0,001117507
negative;modest ;-0,001117507;-0,001117507
negative;depreciation ;-0,000223538;-0,000223538
negative;of ;-7,45126E-05;-7,45126E-05
negative;the ;-7,45126E-05;-7,45126E-05
negative;dollar ;0,00158616;0,00158616
negative;over ;0,00158616;0,00158616
negative;the ;0,00158616;0,00158616
negative;intermeeting ;0,00634464;0,00634464
negative;period ;-0,02297249;-0,02297249
negative;would ;-0,02297249;-0,02297249
negative;provide ;-0,044865086;-0,044865086
negative;some ;-0,051769879;-0,051769879
negative;stimulus ;-0,009502676;-0,009502676
negative;to ;-0,009502676;-0,009502676
negative;aggregate ;-0,009502676;-0,009502676
negative;demand;-0,009502676;-0,009502676
negative;that ;0,035182298;0,035182298
negative;the ;0,017467906;0,017467906
negative;committee;0,008110077;0,008110077
negative;s ;0,008460873;0,008460873
negative;recent ;0,012293564;0,012293564
negative;policy ;0,012293564;0,012293564
negative;actions ;0,011686636;0,011686636
negative;had ;0,011686636;0,011686636
negative;not ;0,006158296;0,006158296
negative;resulted ;0,006158296;0,006158296
negative;in ;0,005331959;0,005331959
negative;a ;0,005331959;0,005331959
negative;tightening ;0,004648563;0,004648563
negative;of ;0,004172542;0,004172542
negative;financial ;0,006190697;0,006190697
negative;conditions;0,006190697;0,006190697
negative;or ;-0,00377372;-0,00377372
negative;that ;-0,00361601;-0,00361601
negative;some ;-0,00361601;-0,00361601
negative;of ;-0,006280073;-0,006280073
negative;the ;-0,006280073;-0,006280073
negative;decline ;0,049387146;0,049387146
negative;in ;0,049387146;0,049387146
negative;longer;0,037658829;0,037658829
negative;term ;0,011163509;0,011163509
negative;yields ;0,011163509;0,011163509
negative;reflected ;0,011163509;0,011163509
negative;investors;0,014849343;0,014849343
negative;perceptions ;0,017989159;0,017989159
negative;of ;0,017989159;0,017989159
negative;diminished ;0,011494993;0,011494993
negative;odds ;0,011494993;0,011494993
negative;of ;0,00964109;0,00964109
negative;significant ;0,00964109;0,00964109
negative;fiscal ;0,008486778;0,008486778
negative;stimulus ;0,008486778;0,008486778
negative;and ;0,008486778;0,008486778
negative;an ;-0,01516098;-0,01516098
negative;increase ;-0,01516098;-0,01516098
negative;in ;-0,015638822;-0,015638822
negative;some ;-0,015638822;-0,015638822
negative;geopolitical ;-0,002659243;-0,002659243
negative;and ;-0,000886414;-0,000886414
negative;foreign ;0,004415143;0,004415143
negative;political ;0,004415143;0,004415143
negative;risks;0,004415143;0,004415143
negative;however;0,043830525;0,043830525
negative;the ;-0,005356727;-0,005356727
negative;effect ;-0,005356727;-0,005356727
negative;of ;-0,005356727;-0,005356727
negative;this ;-0,005356727;-0,005356727
negative;change ;0,014300862;0,014300862
negative;on ;0,014300862;0,014300862
negative;the ;0,019253586;0,019253586
negative;projection ;0,027367482;0,027367482
negative;for ;0,01757424;0,01757424
negative;real ;0,01757424;0,01757424
negative;gdp ;0,022464557;0,022464557
negative;over ;0,022464557;0,022464557
negative;the ;0,007808248;0,007808248
negative;next ;0,007808248;0,007808248
negative;couple ;0,007808248;0,007808248
negative;of ;0,007808248;0,007808248
negative;years ;0,011260866;0,011260866
negative;was ;0,011260866;0,011260866
negative;largely ;0,00789337;0,00789337
negative;offset ;0,014938951;0,014938951
negative;by ;0,011910197;0,011910197
negative;lower ;0,108518411;0,108518411
negative;assumed ;-0,034217019;-0,034217019
negative;paths ;-0,036587225;-0,036587225
negative;for ;0,008963789;0,008963789
negative;the ;0,008963789;0,008963789
negative;exchange ;5,97138E-05;5,97138E-05
negative;value ;0,002253618;0,002253618
negative;of ;0,004790808;0,004790808
negative;the ;0,004790808;0,004790808
negative;dollar ;0,014351919;0,014351919
negative;and ;0,001796331;0,001796331
negative;for ;-0,004107594;-0,004107594
negative;longer;0,011169587;0,011169587
negative;term ;-0,002277109;-0,002277109
negative;interest ;0,020553686;0,026935509
negative;rates;0,033317332;0,026935509
negative;in ;0,007177597;0,007177597
negative;financial ;0,017057679;0,017057679
negative;markets;0,010731034;0,010731034
negative;longer;0,001508934;0,004206452
negative;term ;0,007362236;0,003812136
negative;interest ;0,007362236;0,01408143
negative;rates ;0,022645558;0,01408143
negative;and ;0,018549615;0,018549615
negative;the ;-0,000514317;-0,000514317
negative;foreign ;0,001150794;0,001150794
negative;exchange ;-0,004207928;-0,004207928
negative;value ;-0,003915518;-0,003915518
negative;of ;0,026672168;0,026672168
negative;the ;0,010620349;0,010620349
negative;dollar ;0,03851964;0,03851964
negative;declined ;0,497191108;0,497191108
negative;over ;0,037084803;0,037084803
negative;the ;0,018011108;0,018011108
negative;intermeeting ;-0,018968018;-0,019031247
negative;period;0,011742223;0,011773837
negative;and ;-0,007907957;-0,007907957
negative;equity ;0,009954883;0,009954883
negative;prices ;0,053983896;0,053983896
negative;increased;0,010404323;0,010404323
positive;the ;0,004072637;0,004072637
positive;broad ;0,002936274;0,002936274
positive;index ;0,003829191;0,003829191
positive;of ;0,001456694;0,001456694
positive;the ;0,001456694;0,001456694
positive;foreign ;0,002723806;0,002723806
positive;exchange ;0,002723806;0,002723806
positive;value ;0,012821422;0,012821422
positive;of ;0,012651122;0,012651122
positive;the ;0,008580357;0,008580357
positive;dollar ;0,010130009;0,010130009
positive;rose ;0,288787662;0,288787662
positive;nearly ;0,053602494;0,053602494
positive;3;0,037961913;0,037961913
positive;percent ;0,037433884;0,037433884
positive;over ;0,012499133;0,012499133
positive;the ;0,011568293;0,011568293
positive;intermeeting ;0,041641623;0,041641623
positive;period ;0,018781874;0,018781874
positive;amid ;0,023604337;0,023604337
positive;the ;0,012965722;0,012965722
positive;rise ;0,015765601;0,015765601
positive;in ;0,005522057;0,005522057
positive;u;0,005522057;0,005522057
positive;s;0,005716571;0,005716571
positive;interest ;-0,000640399;-0,000640399
positive;rates;-0,000640399;-0,000640399
positive;market ;0,005649005;0,005649005
positive;expectations ;0,005649005;0,005649005
positive;that ;0,014370008;0,014370008
positive;u;0,014370008;0,014370008
positive;s;-0,000718038;-0,000718038
positive;tax ;0,009219826;0,009219826
positive;reform ;0,009219826;0,009219826
positive;was ;0,008397429;0,008397429
positive;becoming ;0,008397429;0,008397429
positive;more ;0,004992624;0,004992624
positive;likely;0,004992624;0,004992624
positive;and ;0,004893904;0,004893904
positive;foreign ;0,004893904;0,004893904
positive;central ;0,004893904;0,004893904
positive;bank ;0,004893904;0,004893904
positive;actions ;0,004893904;0,004893904
positive;and ;0,00351669;0,00351669
positive;communications;0,003811728;0,003811728
positive;with ;-0,007660228;-0,007660228
positive;regard ;-0,024717742;-0,024717742
positive;to ;-0,018743135;-0,018743135
positive;financial ;-0,014012453;-0,014012453
positive;markets;-0,02086714;-0,02086714
